,title,theme,key_words,url
114,Sentinel-5P TROPOMI Aerosol Layer Height 1-Orbit L2 7km x 3.5km V1 (S5P_L2__AER_LH) at GES DISC,"sentinel-5p,geospatial","earth science,atmosphere,aerosols,air quality,atmospheric chemistry",https://doi.org/10.5270/S5P-j7aj4gr
115,HELIX: The High Energy Light Isotope Experiment at NKU,,active,https://techport.nasa.gov/view/71918
116,GRACE ATMOSPHERE AND OCEAN DE-ALIASING GFZ RELEASE 6.0,"grace,geospatial","earth science,solid earth,gravity/gravitational field",https://doi.org/10.5067/GRAOD-1BG06
117,VIIRS (S-NPP) I Band 375 m Active Fire Product NRT (Vector data),"firms,lance,geospatial","earth science,biosphere,ecological dynamics,land surface,surface radiative properties,surface thermal properties",https://doi.org/10.5067/FIRMS/VIIRS/VNP14IMGT_NRT.002
118,MODIS/Terra Near Real Time (NRT) Surface Reflectance Daily L2G Global 250m SIN Grid,"eosdis,esip,geospatial","earth science,land surface,surface radiative properties,ngda,national geospatial data asset",https://doi.org/10.5067/MODIS/MOD09GQ.NRT.006
119,"DAWN GRAND MAP CERES                    
                                      HYDROGEN MAP V1.0",earth science,"dawn mission to vesta and ceres,1 ceres",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=DAWN-A-GRAND-5-CERES-HYDROGEN-MAP_V1.0
120,NEAR NLR DATA FOR CRUISE1,earth science,"solar system,near earth asteroid rendezvous",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=NEAR-A-NLR-2-EDR-CRUISE1-V1.0
121,TMI/TRMM surface soil moisture (LPRM) L3 1 day 25 km x 25 km nighttime V001 (LPRM_TMI_NT_SOILM3) at GES DISC,"trmm,geospatial","earth science,land surface,surface thermal properties,soils,biosphere,vegetation",https://doi.org/10.5067/GWHRZEL8SA21
122,"AirMOSS: L4 Modeled Net Ecosystem Exchange (NEE), Continental USA, 2012-2014","airmoss,geospatial","earth science,biosphere,ecological dynamics,vegetation,land surface,soils",https://doi.org/10.3334/ORNLDAAC/1423
123,GHRSST Level 4 MW_IR_OI Global Foundation Sea Surface Temperature analysis version 5.0 from REMSS,"ghrsst,geospatial","earth science,oceans,ocean temperature,ngda,national geospatial data asset",https://doi.org/10.5067/GHMWI-4FR05
124,"CLPX-Airborne: Infrared Orthophotography and Lidar Topographic Mapping, Version 1",geospatial,"earth science,spectral/engineering,lidar,land surface,topography",https://doi.org/10.5067/KRWSPR2J1N2N
125,"Low-Loss Ferrite Components for NASA Missions, Phase I",,"jet propulsion laboratory,completed",https://techport.nasa.gov/view/34149
126,"Terra Moderate Resolution Imaging Spectroradiometer (MODIS) Particulate Organic Carbon (POC) Global Mapped Data, reprocessing v2018",geospatial,"earth science,national geospatial data asset,ngda,oceans,ocean chemistry",https://doi.org/10.5067/TERRA/MODIS/L3M/POC/2018
127,VG2 NEP LECP RESAMPLED RDR STEPPING SECTOR 12.8MIN V1.0,earth science,"comet sl9/jupiter collision,voyager,neptune",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=VG2-N-LECP-4-RDR-STEP-12.8MIN-V1.0
128,Gridded Monthly Time-Mean Observation (obs) Values 0.5 x 0.667 degree V001 (MA_HIRS3_AM_OBS) at GES DISC,"merra time-mean observation data,geospatial","earth science,atmosphere,altitude,land surface,topography,land use/land cover",https://cmr.earthdata.nasa.gov:443/search/concepts/C1274764781-GES_DISC.html
129,VOYAGER 1 JUPITER MAGNETOMETER RESAMPLED DATA 9.60 SEC,earth science,"jupiter,voyager",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=VG1-J-MAG-4-9.60SEC
130,"Hydrogen-rich Interpenetrating Polymer Networks for Radiation-Shield Structures, Phase I",,"completed,langley research center",https://techport.nasa.gov/view/33776
131,Northern Hemisphere Snow Cover Monthly Statistics at 1 Degree Resolution V001 (NHSNOWM) at GES DISC,"neespi nasa,geospatial","earth science,cryosphere,snow/ice",https://doi.org/10.5067/JIJNARIFGY4G
132,Deep Space Habitat Project,,"canceled,johnson space center",https://techport.nasa.gov/view/10527
133,Polarized Microwave Background Technologies for Inflationary Gravitational Wave Detection,,"active,johns hopkins university",https://techport.nasa.gov/view/91754
134,"OCO-3 Level 1B calibrated, geolocated calibration spectra, Retrospective Processing EarlyR (OCO3_L1B_Calibration) at GES DISC","oco-3,geospatial","earth science,atmosphere,atmospheric chemistry,spectral/engineering,infrared wavelengths",https://cmr.earthdata.nasa.gov:443/search/concepts/C1851521501-GES_DISC.html
135,"Embedded Dual-Function Arc Fault Circuit Breaker/ Locator based on OSA, Phase I",,"completed,dryden flight research center",https://techport.nasa.gov/view/7361
136,"ABoVE: MODIS-derived Maximum NDVI, Northern Alaska and Yukon Territory for 2002-2017","above,geospatial","earth science,biosphere,vegetation,ngda,national geospatial data asset",https://doi.org/10.3334/ORNLDAAC/1614
137,"CoilABLE Elastic Memory Composite Deployable Structure, Phase II",,"completed,jet propulsion laboratory",https://techport.nasa.gov/view/6824
138,MEX MARS VMC RAW DATA EXT3 V1.0,earth science,"mars express,mars",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=MEX-M-VMC-2-EDR-EXT3-V1.0
139,"LBA-ECO LC-07 Bathymetric Survey of Floodplain Lake, Lago Curuai, Para, Brazil: 2004","lba-eco,geospatial","earth science,terrestrial hydrosphere,surface water",https://doi.org/10.3334/ORNLDAAC/999
140,Advanced Net Flux Radiometer Focal Plane Assembly for Ice Giants,,"goddard space flight center,active",https://techport.nasa.gov/view/94418
141,Wire-line Analysis Tool for Subsurface Observations of Northern-ice-sheets: The WATSON Project,,active,https://techport.nasa.gov/view/23786
142,"Miniature High Force, Long Stroke Linear Shape Memory Alloy Actuators, Phase II",,"completed,glenn research center",https://techport.nasa.gov/view/6254
143,GPM GROUND VALIDATION ENVIRONMENT CANADA (EC) PASSIVE MICROWAVE RADIOMETER AND SOIL MOISTURE-TEMPERATURE DATA GCPEX V1,"gcpex,geospatial","earth science,terrestrial hydrosphere,snow/ice,agriculture,soils,spectral/engineering,microwave",https://doi.org/10.5067/GPMGV/GCPEX/RADIOMETER/DATA101
144,IceBridge L1B Thinned Flight Lines V001,geospatial,"earth science,spectral/engineering,platform characteristics",https://doi.org/10.5067/C3HEIVPUW8FW
145,"Gases in Firn Air and Shallow Ice at the WAIS Drilling Site, Antarctica, Version 1",geospatial,"earth science,paleoclimate,ice core records,atmosphere,atmospheric chemistry",https://doi.org/doi:10.7265/N5251G40
146,BOREAS Calibration Gas Standards,"boreas,geospatial","earth science,atmosphere,atmospheric chemistry",https://doi.org/10.3334/ORNLDAAC/500
147,LP MAGER SPINAVG MAGNETIC FIELD LUNAR COORDS 5SEC V1.0,earth science,"lunar prospector,moon",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=LP-L-MAG-4-SUMM-LUNARCRDS-5SEC-V1.0
148,AIRSAR_TOPSAR_C-BAND_DEM_AND_STOKES,"[
  ""central valley,ca"",""belted range,nv"",""nifty,wa,australia"",""aniakchak volc,ak"",""colorado river,ca/az"",""cebu,philippines"",""cunnamulla,australia"",""oakland,ca"",""palm valley,australia"",""dallas,tx"",""denver,co"",""el paso,tx"",""feni island,papua new guinea"",""fly river,papua new guinea"",""henbury crater,australia"",""huon pen,papua new guinea"",""jks"",""kellogg,mi"",""los angeles,ca"",""lost hills,ca"",""kota samarahan,malaysia"",""marfa,tx"",""mauna loa,hi"",""mayon volcano,philippines"",""sydney coast,australia"",""sydney,australia"",""mt. st. helens,washington"",""santa rosa,costa rica"",""trout lake,wi"",""mt. unzen,japan"",""kluic labna,mexico"",""bora bora,french polynesia"",""connolly,australia"",""yazoo river,delta nf,ms"",""barro colorado island,panama"",""barrow tower,ak"",""bintulu,malaysia"",""taiwan - central"",""chanthaburi,thailand"",""chiang mai,thailand"",""chicxulub impact,mexico"",""austin - west,tx"",""whitefish bay,wi"",""white island,new zealand"",""blue glacier,wa"",""bonanza creek,ak"",""cathedral rapids,ak"",""crater lake,or"",""daintree,australia"",""otago,new zealand"",""emerald lake,ca"",""tioman island,malaysia"",""parker volcano,philippines"",""pellston,mi"",""plumas national forest,ca"",""galveston,tx"",""godley river,new zealand"",""lake michigan,mn/mi"",""north coast of hawaii,hi"",""volcan hudson,chile"",""iron mtn,ca"",""kerang,australia"",""kinta,malaysia"",""kona coast,hi"",""kota kinabalu,malaysia"",""rodeo-chediski fire scar,az"",""mauna kea,hi"",""manua islands,american samoa"",""mary river,australia"",""mayan b.r. guatemala/mexico/belize"",""corvallis,or"",""san diego,ca"",""san simeon,ca"",""taal volcano,philippines"",""tarrawarra,australia"",""montague county,tx"",""moorea,french polynesia"",""antarctic peninsula - south"",""savaii,western samoa"",""sierra ancha,az"",""ua pou,french polynesia","earth science,land surface,land use/land cover",https://cmr.earthdata.nasa.gov:443/search/concepts/C1213927035-ASF.html
149,Airborne Multi-angle Imaging SpectroRadiometer (AirMISR) Data from the Lunar Lake 2001 Campaign,"airmisr,geospatial","earth science,spectral/engineering,infrared wavelengths,visible wavelengths",https://doi.org/10.5067/ASDC_DAAC/AIRMISR_LUNAR_LAKE_2001_1
150,FIRE_AX_ER2_MAS,"fire,geospatial","national geospatial data asset,ngda",https://cmr.earthdata.nasa.gov:443/search/concepts/C1000000995-LARC_ASDC.html
151,MISR Level 3 Component Global Radiance Regional public Product covering a day V002,geospatial,,https://cmr.earthdata.nasa.gov:443/search/concepts/C179031517-LARC.html
152,Microbial Observatory (ISS-MO): Antimicrobial resistance genes,earth science,"sample collection,sample processing,library construction,nucleic acid sequencing,sequence analysis data transformation,spaceflight",https://data.nasa.gov/d/25in-69gj
153,"MARS GLOBAL SURVEYOR RAW         
                                      DATA SET - EXT V1.0",earth science,"mars,mars global surveyor",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=MGS-M-RSS-1-EXT-V1.0
154,"Voices from the Frontlines of Changing Bering Sea, Version 1",geospatial,"earth science,climate indicators,biospheric indicators,human dimensions,infrastructure,public health,environmental advisories,marine advisories,weather/climate advisories,sustainability",https://doi.org/10.7265/8nva-pd74
155,"Coastal and Terminus History of the Eastern Amundsen Sea Embayment, West Antarctica, 1972 - 2011, Version 1",geospatial,"earth science,solid earth,geomorphology,land surface,terrestrial hydrosphere,glaciers/ice sheets,cryosphere",https://doi.org/doi:10.7265/N5CC0XNK
156,"OCO-3 Level 1B calibrated, geolocated science spectra,  Early (OCO3_L1B_Science) at GES DISC","oco-3,geospatial","earth science,atmosphere,atmospheric chemistry,spectral/engineering,infrared wavelengths",https://cmr.earthdata.nasa.gov:443/search/concepts/C1677327211-GES_DISC.html
157,"Flight Crew State Monitoring Metrics, Phase I",,"completed,langley research center",https://techport.nasa.gov/view/8450
158,UBV MEAN ASTEROID COLORS,earth science,"asteroid,support archives",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=EAR-A-5-DDR-UBV-MEAN-VALUES-V1.2
159,GASKELL TETHYS SHAPE MODEL V1.0,earth science,"s3 tethys,cassini-huygens",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=CO-SA-ISSNA-5-TETHYSSHAPE-V1.0
160,Suomi NPP CrIS Level 1B Normal Spectral Resolution V3 (SNPPCrISL1BNSR) at GES DISC,"suomi-npp,geospatial","earth science,spectral/engineering,infrared wavelengths",https://doi.org/10.5067/OZZPDWENP2NC
161,ATLAS/ICESat-2 L3A Calibrated Backscatter Profiles and Atmospheric Layer Characteristics V003,geospatial,"earth science,atmosphere,clouds,spectral/engineering,lidar",https://doi.org/10.5067/ATLAS/ATL09.003
162,MER 1 MARS PANORAMIC CAMERA SOLAR RDR OPS V1.0,earth science,"mars exploration rover,mars",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=MER1-M-PANCAM-5-SOLAR-OPS-V1.0
163,GALILEO PROBE HELIUM ABUNDANCE DETECTOR DATA V1.0,earth science,"galileo,jupiter",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=GP-J-HAD-3-ENTRY-V1.0
164,"SMEX03 QuikSCAT/SeaWinds Backscatter Data, Oklahoma, Version 1",geospatial,"earth science,spectral/engineering,microwave,radar",https://doi.org/10.5067/1M7605BUVA9U
165,"ROSETTA-ORBITER 67P RSI 1/2/3
                                     COMET ESCORT 2 0797 V1.0",earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-RSI-1%2F2%2F3-ESC2-0797-V1.0
166,VG1 SAT PLS DERIVED ION SOLAR WIND 96SEC V1.0,earth science,"voyager,saturn",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=VG1-S-PLS-5-SUM-IONWINDFIT-96S-V1.0
167,Navigation using Deep-Space Optical Communication Systems,,"jet propulsion laboratory,active",https://techport.nasa.gov/view/91796
168,Gridded Monthly Time-Mean Observation (obs) Values 0.5 x 0.667 degree V001 (MA_MHS_NOAA18_OBS) at GES DISC,"merra time-mean observation data,geospatial","earth science,atmosphere,altitude,land surface,topography,land use/land cover",https://cmr.earthdata.nasa.gov:443/search/concepts/C1274764747-GES_DISC.html
169,SnowEx17 Boise State University Terrestrial Laser Scanner (TLS) Point Cloud V001,geospatial,"earth science,spectral/engineering,lidar",https://doi.org/10.5067/IWGD4WFMCQNW
170,CER_GEO_Ed4_GOE13_NH_V01,"ceres,geospatial","earth science,atmosphere,clouds,ngda,national geospatial data asset",https://doi.org/Not provided
171,Modular Magnetic Mobile Manipulators for Microgravity Environments,,completed,https://techport.nasa.gov/view/91177
172,"Robust, Self-Contained and Bio-Inspired Shear Sensor Array, Phase I",,"dryden flight research center,completed",https://techport.nasa.gov/view/8894
173,MODIS/Aqua Raw Radiances in Counts 5-Min L1A Swath - NRT,"aqua,dods,eosdis,esip,opendap,geospatial","earth science,spectral/engineering,visible wavelengths,ngda,national geospatial data asset",https://doi.org/10.5067/MODIS/MYD01.NRT.061
174,Gridded Monthly Time-Mean Observation (obs) Values 0.5 x 0.667 degree V001 (MA_MSU_NOAA14_OBS) at GES DISC,"merra time-mean observation data,geospatial","national geospatial data asset,atmosphere,altitude,land surface,topography,earth science,land use/land cover,ngda",https://cmr.earthdata.nasa.gov:443/search/concepts/C1274764798-GES_DISC.html
175,North American Landscape Characterization,"elta,geospatial","topography,earth science,infrared wavelengths,land surface,land use/land cover,spectral/engineering,visible wavelengths",https://cmr.earthdata.nasa.gov:443/search/concepts/C1220566433-USGS_LTA.html
176,GPM MHS on METOP-A (GPROF) Radiometer Precipitation Profiling L3 1 day 0.25 degree x 0.25 degree V05 (GPM_3GPROFMETOPAMHS_DAY) at GES DISC,"gpm,geospatial","earth science,atmosphere,atmospheric water vapor,precipitation",https://doi.org/10.5067/GPM/MHS/METOPA/3A-DAY/05
177,"FLUXNET Research Network Site Characteristics, Investigators, and Bibliography, 2016","fluxnet,geospatial","atmospheric radiation,atmosphere,earth science,precipitation,atmospheric temperature,ecological dynamics,land surface,land use/land cover,ecosystems,biosphere,soils,atmospheric chemistry",https://doi.org/10.3334/ORNLDAAC/1530
178,"A Software Tool for Improved Noise Source Identification and Understanding, Phase I",,"langley research center,completed",https://techport.nasa.gov/view/9051
179,"Atmospheric Lidar with Cross-Track Scanning, Phase I",,"completed,goddard space flight center",https://techport.nasa.gov/view/16607
180,MER 1 MARS NAVIGATION CAMERA RANGE RDR OPS V1.0,earth science,"mars,mars exploration rover",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=MER1-M-NAVCAM-5-RANGE-OPS-V1.0
181,NARSTO_EPA_SS_HOUSTON_TEXAQS2000_PM_FTIR,"narsto,geospatial","national geospatial data asset,ngda",https://cmr.earthdata.nasa.gov:443/search/concepts/C1000000102-LARC_ASDC.html
182,Venus Landsailing Rover,,"completed,glenn research center",https://techport.nasa.gov/view/11556
183,VOYAGER 1 JUPITER POSITION RESAMPLED DATA 48.0 SECONDS,earth science,"voyager,jupiter",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=VG1-J-POS-4-48.0SEC
184,"ShortWave Infrared Focal plane Technology for Close-range Active Mineralogy Mapping (SWIFT-CAMM), Phase II",,"active,langley research center",https://techport.nasa.gov/view/92569
185,Earth+,,"atmospheric science data center,climatology,power,hdf5,earth science,education outreach,radiometry",https://data.nasa.gov/d/26e8-p68t
186,"High-Fidelity Lunar Dust Simulant, Phase I",,"glenn research center,completed",https://techport.nasa.gov/view/6214
187,"Fast Fiber-Coupled Imaging of X-rays Events, Phase I",,"stennis space center,completed",https://techport.nasa.gov/view/90570
188,"New Analysis and Theory of Deployable Folded Structures, Phase I",,"langley research center,completed",https://techport.nasa.gov/view/5676
189,"ROSETTA-ORBITER 67P RSI 1/2/3
                                     COMET ESCORT 3 0871 V1.0",earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-RSI-1%2F2%2F3-ESC3-0871-V1.0
190,Apollo Image Atlas,space science,"space science,mapping,modeling,circulation,imagery",http://www.lpi.usra.edu/resources/apollo/
191,Airborne Multi-angle Imaging SpectroRadiometer (AirMISR) Data from the KONza Validation EXperiment (KONVEX),"airmisr,geospatial","earth science,spectral/engineering,infrared wavelengths,visible wavelengths,ngda,national geospatial data asset",https://doi.org/10.5067/ASDC_DAAC/AIRMISR_KONVEX_1
192,"Novel Solid State Lasers for Space-Based Water Vapor DIAL, Phase II",,"langley research center,active",https://techport.nasa.gov/view/89887
193,SatCORPS CERES GEO Edition 4 Meteosat-11 Northern Hemisphere Version 1.2,"ceres,geospatial","earth science,atmosphere,clouds",https://doi.org/10.5067/MET11/CERES/GEO_ED4_NH_V01.2
194,ROSETTA-ORBITER COMET ESCORT 2 OSINAC 3 RDR MTP016 V2.0,earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-OSINAC-3-ESC2-67PCHURYUMOV-M16-V2.0
195,Consistent Practices for Characterizing the Detection Limits of Fracture Critical Metallic Component Inspection Systems,,"active,white sands test facility",https://techport.nasa.gov/view/32921
196,GPM GROUND VALIDATION MCGILL W-BAND RADAR GCPEX V1,"gcpex,geospatial","earth science,spectral/engineering,radar,atmosphere,clouds,atmospheric winds",https://cmr.earthdata.nasa.gov:443/search/concepts/C1625128709-GHRC_CLOUD.html
197,Electronics Modernization,,"jet propulsion laboratory,completed",https://techport.nasa.gov/view/10572
198,ROSETTA-ORBITER 67P OSINAC 3 ESC1-MTP011 RDR V3.0,earth science,"international rosetta mission,vega,16 cyg b,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-OSINAC-3-ESC1-67PCHURYUMOV-M11-V3.0
199,"Small Probes for Orbital Return of Experiments (SPORE), Phase I",,"ames research center,completed",https://techport.nasa.gov/view/10466
200,CATS-ISS_L2O_N-M7.1-V2-01_05kmLay,"cats-iss,geospatial","aerosols,national geospatial data asset,ngda,clouds,earth science,atmosphere",https://doi.org/10.5067/ISS/CATS/L2O_N-M7.1-V2-01_05kmLay
